SC_RS17645	GCF_008931305.1|NZ_CP042324.1	99.853	679	1	0	1	679	3401852	3399816	0.0	1208
SC_RS17645	GCF_039532845.1|NZ_BAAASK010000024.1	99.264	679	5	0	1	679	40603	42639	0.0	1199
SC_RS17645	GCF_033406955.1|NZ_CP137734.1	99.264	679	5	0	1	679	5056616	5058652	0.0	1199
SC_RS17645	GCF_033406955.1|NZ_CP137734.1	41.128	727	369	17	2	678	1131648	1133801	2.17e-89	313
SC_RS17645	GCF_035917655.1|NZ_CP109102.1	99.264	679	5	0	1	679	4983054	4985090	0.0	1195
SC_RS17645	GCF_000739105.1|NZ_CP009124.1	99.116	679	6	0	1	679	4940178	4942214	0.0	1194
SC_RS17645	GCF_027947575.1|NZ_CP116256.1	98.233	679	12	0	1	679	728248	730284	0.0	1186
SC_RS17645	GCF_045041415.1|NZ_CP108218.1	92.784	679	48	1	1	678	4984139	4986175	0.0	1116
SC_RS17645	GCF_045041415.1|NZ_CP108218.1	37.899	533	244	11	8	529	1738605	1737235	1.90e-53	206
SC_RS17645	GCF_045041415.1|NZ_CP108218.1	26.522	230	128	7	112	329	2979618	2979016	8.41e-13	79.7
SC_RS17645	GCF_045041415.1|NZ_CP108218.1	32.484	314	186	10	172	465	2973183	2972260	7.22e-11	73.6
SC_RS17645	GCF_045041415.1|NZ_CP108218.1	44.186	86	47	1	593	678	1737249	1736995	5.95e-09	67.4
SC_RS17645	GCF_027947595.1|NZ_CP116257.1	91.900	679	54	1	1	679	7161065	7159032	0.0	1108
SC_RS17645	GCF_014280945.1|NZ_JACLZH010000015.1	92.456	676	50	1	5	679	105745	103718	0.0	1105
SC_RS17645	GCF_014650435.1|NZ_BMUY01000008.1	92.285	687	44	1	1	678	336078	338138	0.0	1104
SC_RS17645	GCF_000717995.1|NZ_JODM01000031.1	90.708	678	63	0	1	678	38273	40306	0.0	1072
SC_RS17645	GCF_020404845.1|NZ_JAIOJZ010000074.1	90.708	678	60	1	1	678	12572	14596	0.0	1060
SC_RS17645	GCF_003112575.1|NZ_BEWC01000003.1	90.327	672	65	0	7	678	96905	94890	0.0	1028
SC_RS17645	GCF_020312315.1|NZ_WQLU01000046.1	83.800	679	108	1	1	679	44511	42481	0.0	965
SC_RS17645	GCF_044765825.1|NZ_JBIWKU010000006.1	83.800	679	108	1	1	679	137288	135258	0.0	962
SC_RS17645	GCF_014650995.1|NZ_BMWA01000023.1	78.069	725	110	3	1	678	41504	43672	0.0	958
SC_RS17645	GCF_036345035.1|NZ_CP107755.1	77.483	715	122	3	1	679	5783578	5785713	0.0	945
SC_RS17645	GCF_036345035.1|NZ_CP107755.1	36.812	527	258	13	8	529	2743460	2742090	5.64e-45	181
SC_RS17645	GCF_036345035.1|NZ_CP107755.1	47.126	87	45	1	593	679	2742104	2741847	1.37e-10	72.8
SC_RS17645	GCF_036177905.1|NZ_CP108065.1	76.164	730	118	4	1	679	5959692	5961866	0.0	944
SC_RS17645	GCF_031845645.1|NZ_JAVREZ010000035.1	76.519	724	120	4	1	679	23310	21154	0.0	943
SC_RS17645	GCF_014534645.1|NZ_JACVQF010000189.1	76.075	744	110	4	1	678	137268	139493	0.0	941
SC_RS17645	GCF_039537145.1|NZ_BAAAZY010000022.1	78.582	705	121	4	2	679	91669	89564	0.0	937
SC_RS17645	GCF_040302545.1|NZ_JBEOUQ010000029.1	81.471	680	122	3	1	679	36666	38696	0.0	937
SC_RS17645	GCF_006539505.1|NZ_BJND01000032.1	78.797	698	126	3	1	679	93229	91145	0.0	935
SC_RS17645	GCF_003963535.1|NZ_CP034539.1	78.138	709	121	4	2	679	4200012	4197895	0.0	935
SC_RS17645	GCF_003963535.1|NZ_CP034539.1	38.286	525	253	11	8	529	7780323	7781693	1.03e-53	207
SC_RS17645	GCF_003963535.1|NZ_CP034539.1	43.750	96	49	2	588	679	7781652	7781936	5.75e-10	70.5
SC_RS17645	GCF_046628145.1|NZ_CP176874.1	76.849	730	117	5	1	679	3238119	3235933	0.0	931
SC_RS17645	GCF_014650015.1|NZ_BMUD01000020.1	76.316	722	120	4	1	679	41200	43341	0.0	930
SC_RS17645	GCF_039533005.1|NZ_BAAASS010000006.1	77.115	721	121	5	1	679	97087	94931	0.0	924
SC_RS17645	GCF_001514215.1|NZ_KQ948853.1	75.890	730	122	4	1	679	485345	487525	0.0	924
SC_RS17645	GCF_016921115.1|NZ_JAFFZS010000013.1	75.762	722	130	4	1	679	110737	108578	0.0	924
SC_RS17645	GCF_014650035.1|NZ_BMUE01000001.1	74.359	741	125	4	1	679	157478	159691	0.0	924
SC_RS17645	GCF_016598615.1|NZ_CP066831.1	78.894	687	135	4	1	678	4585365	4583308	0.0	923
SC_RS17645	GCF_000719285.1|NZ_JOFS01000037.1	76.217	719	128	5	1	679	3871	1724	0.0	921
SC_RS17645	GCF_008905045.1|NZ_VWMY01000009.1	79.416	685	134	3	1	679	8417	10468	0.0	919
SC_RS17645	GCF_028401765.1|NZ_JAQOSK010000015.1	75.995	729	122	3	1	678	130933	133113	0.0	918
SC_RS17645	GCF_021261325.1|NZ_JAJSBI010000008.1	77.171	714	126	3	1	679	118847	116712	0.0	917
SC_RS17645	GCF_039539045.1|NZ_BAABCQ010000090.1	76.567	734	116	4	1	678	10379	8178	0.0	916
SC_RS17645	GCF_000725125.1|NZ_JFCB01000037.1	77.429	700	135	3	1	679	14495	16588	0.0	915
SC_RS17645	GCF_005768555.2|NZ_VCHX02000308.1	77.143	700	137	5	1	679	12783	10690	0.0	915
SC_RS17645	GCF_008704515.1|NZ_CP023700.1	76.643	715	128	5	2	679	3619041	3616903	0.0	915
SC_RS17645	GCF_000718165.1|NZ_JOEY01000016.1	74.898	733	126	5	1	679	117005	119191	0.0	915
SC_RS17645	GCF_014649595.1|NZ_BMTI01000008.1	79.221	693	122	4	1	679	66010	63956	0.0	914
SC_RS17645	GCF_030863865.1|NZ_CP121271.1	76.171	726	124	7	1	678	3410700	3408526	0.0	912
SC_RS17645	GCF_023516615.1|NZ_JAMGBF010000120.1	75.342	730	126	3	1	678	16756	18939	0.0	912
SC_RS17645	GCF_014650215.1|NZ_BMUN01000025.1	76.171	726	124	7	1	678	100959	98785	0.0	912
SC_RS17645	GCF_014656275.1|NZ_BNCC01000004.1	78.166	687	140	4	1	678	625087	627144	0.0	910
SC_RS17645	GCF_014651055.1|NZ_BMWD01000036.1	78.363	684	140	4	1	678	39427	41472	0.0	910
SC_RS17645	GCF_014650135.1|NZ_BMUJ01000004.1	76.033	726	125	7	1	678	489645	491819	0.0	910
SC_RS17645	GCF_053555975.1|NZ_JBSDZF010000017.1	74.049	736	130	4	1	678	88238	90436	0.0	910
SC_RS17645	GCF_015163075.1|NZ_JADDXU010000008.1	76.158	734	117	4	1	679	330303	332495	0.0	909
SC_RS17645	GCF_039543605.1|NZ_BAABKB010000011.1	80.265	679	131	2	1	679	9402	7375	0.0	909
SC_RS17645	GCF_035957715.1|NZ_CP108382.1	78.020	687	141	4	1	678	6730131	6732188	0.0	909
SC_RS17645	GCF_035957715.1|NZ_CP108382.1	27.044	318	200	13	168	458	9480548	9481486	1.22e-06	59.7
SC_RS17645	GCF_014645835.1|NZ_BMMM01000028.1	78.324	692	132	4	1	678	3809	5872	0.0	908
SC_RS17645	GCF_005786655.1|NZ_VBZC01000080.1	77.698	695	134	5	1	676	15828	13750	0.0	907
SC_RS17645	GCF_019857225.1|NZ_JAFJSY010000078.1	77.949	712	120	4	1	678	16597	18723	0.0	906
SC_RS17645	GCF_042674625.1|NZ_JBHTEB010000001.1	76.695	708	131	5	1	678	3323811	3321700	0.0	905
SC_RS17645	GCF_039532765.1|NZ_BAAASG010000010.1	76.236	728	122	3	1	679	114293	112116	0.0	905
SC_RS17645	GCF_050018475.1|NZ_JBGVVC010000008.1	80.118	679	132	2	1	679	336443	338470	0.0	905
SC_RS17645	GCF_003595235.1|NZ_CP032427.1	75.967	724	125	3	1	678	5570229	5572391	0.0	903
SC_RS17645	GCF_003595235.1|NZ_CP032427.1	40.561	392	168	7	8	385	1812317	1813339	2.07e-47	188
